player_match_stat_id;match_id;team_id;player_id;is_starting;was_substituted_in;was_substituted_out;minute_in;minute_out;minutes_played;goals;own_goals;assists;yellow_cards;yellow_red_cards;red_cards;clean_sheet;shirt_number;position;created_at;updated_at
27906;262;15;1014;0;1;0;70;90;20;0;0;0;0;0;0;0;30;;2026-08-29 09:22:36;2026-08-29 09:22:36
27928;262;15;1047;0;1;0;63;90;27;0;0;0;0;0;0;0;;;2026-08-29 09:22:36;2026-08-29 09:22:36
27929;262;15;1048;0;1;0;90;90;0;0;0;0;0;0;0;0;;;2026-08-29 09:22:36;2026-08-29 09:22:36
27975;264;15;1005;1;0;1;0;83;83;0;0;0;0;0;0;0;2;;2026-08-29 09:22:36;2026-08-29 09:22:36
27976;264;15;1006;1;0;0;0;90;90;0;0;0;0;0;0;0;3;;2026-08-29 09:22:36;2026-08-29 09:22:36
27977;264;15;1007;1;0;0;0;90;90;0;0;0;0;0;0;0;4;;2026-08-29 09:22:36;2026-08-29 09:22:36
27978;264;15;1009;1;0;0;0;90;90;0;0;0;0;0;0;0;6;;2026-08-29 09:22:36;2026-08-29 09:22:36
27979;264;15;1011;1;0;1;0;33;33;0;0;0;0;0;0;0;11;;2026-08-29 09:22:36;2026-08-29 09:22:36
27980;264;15;1016;1;0;1;0;33;33;0;0;0;0;0;0;0;16;;2026-08-29 09:22:36;2026-08-29 09:22:36
27981;264;15;1017;1;0;1;0;67;67;0;0;0;0;0;0;0;17;;2026-08-29 09:22:36;2026-08-29 09:22:36
27982;264;15;1012;1;0;0;0;90;90;0;0;0;0;0;0;0;19;;2026-08-29 09:22:36;2026-08-29 09:22:36
27983;264;15;1013;1;0;0;0;90;90;0;0;0;0;0;0;0;22;;2026-08-29 09:22:36;2026-08-29 09:22:36
27984;264;15;1020;1;0;0;0;90;90;0;0;0;0;0;0;0;23;;2026-08-29 09:22:36;2026-08-29 09:22:36
27985;264;15;1004;1;0;0;0;90;90;0;0;0;0;0;0;0;41;Torwart;2026-08-29 09:22:36;2026-08-29 09:22:36
27986;264;15;1015;0;0;0;;;0;0;0;0;0;0;0;0;1;Torwart;2026-08-29 09:22:36;2026-08-29 09:22:36
